Brand,Product Title,Product Link,MRP,Selling Price,Number of Rating,Star Rating,description,Link of the Images,Number of Images,List of comments,Seller Name
Gini and Jony,Boys Mid-Rise Casual Cotton Shorts,http://myntra.com//shorts/gini+and+jony/gini-and-jony-boys-mid-rise-casual-cotton-shorts/22942600/buy,749,434,,,"Product Details  Blue solid mid-rise regular shorts,  has 4 pockets, drawstring closure Material & Care Cotton Machine Wash Specifications Waist Rise Mid-Rise Length Knee Length Type Regular Shorts Closure Drawstring Print or Pattern Type Solid Fit Regular Fit Number of Pockets 4 Occasion Casual See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22942674/2023/4/28/46860265-b69d-4e7f-bc36-1138fc88b2771682683840508GiniandJonyBoysBlueShorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22942674/2023/4/28/e35e78a8-cacb-4007-b794-0264acca0c071682683840521GiniandJonyBoysBlueShorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22942674/2023/4/28/42de0d5e-8188-40cd-bc52-7855891389221682683840533GiniandJonyBoysBlueShorts3.jpg']",3,,Gini & Jony Ltd
MiArcus,Boys Multicoloured Pack of 3 Cotton Shorts,http://myntra.com//shorts/stylecast/stylecast-boys-black-graphic-printed-mid-rise-rapid-dry-cotton-regular-shorts/25837884/buy,599,569,48,4.4,"Product Details  Pack of 3 solid mid-rise regular shorts, has no pockets, drawstring closure White & orange Solid Shorts Blue & yellow Solid Shorts Orange & Blue Solid Shorts Size & Fit Regular Fit  Material & Care Cotton Machine wash normal process. Wash with similar colors. Do not bleach. Tumble dry low temp. Medium iron. Do not dry clean. Specifications Waist Rise Mid-Rise Length Above Knee Type Regular Shorts Closure Drawstring Print or Pattern Type Solid Fit Regular Fit Occasion Casual Knit or Woven Knitted See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17184524/2023/10/27/d8747387-4ace-44d3-859a-0fdb0150ae321698386060273MiArcusBoysMulticolouredPackof3CottonShorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17184524/2023/10/27/bc2926e3-aa15-427b-8fb8-ddfdf5f7305d1698386060308MiArcusBoysMulticolouredPackof3CottonShorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17184524/2023/10/27/b9527a29-8c8d-4b99-9d61-5dd9fca4c1261698386060319MiArcusBoysMulticolouredPackof3CottonShorts3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17184524/2023/10/27/1a246b3a-e55c-42bf-ad5e-c80104baa8c31698386060330MiArcusBoysMulticolouredPackof3CottonShorts4.jpg']",4,"['Mind-blowing', 'Very nice']",MIARCUS RETAILS PRIVATE LIMITED
MINI KLUB,Boys Mid Rise Pure Cotton Shorts,http://myntra.com//shorts/max/max-boys-mid-rise-pure-cotton-shorts/23374862/buy,399,355,,,"Product Details  Grey solid mid-rise regular shorts, drawstring closure Material & Care Pure Cotton Machine Wash Specifications Waist Rise Mid-Rise Length Knee Length Type Regular Shorts Closure Drawstring Print or Pattern Type Solid Fit Regular Fit Occasion Casual Knit or Woven Knitted See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28555218/2024/3/28/ae7e540e-839c-4bf2-be16-5e5bf2085a511711627500397Shorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28555218/2024/3/28/e4c4b207-62ee-465f-b953-3f7790110a991711627500446Shorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28555218/2024/3/28/f03bee4f-60f6-49e3-af89-e21173e886a31711627500527Shorts3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28555218/2024/3/28/b637e3b3-5cd8-44e8-9965-84dc4ec9e3811711627500420Shorts4.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28555218/2024/3/28/2c69f897-6607-43b0-9b28-94fb139118b91711627500500Shorts5.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28555218/2024/3/28/525c18ac-4747-4b91-855e-8cef92ef1ca41711627500473Shorts6.jpg']",6,,Miniklub Retail Pvt Ltd
HELLCAT,Boys Pack of 2 Printed Mid-rise Shorts,http://myntra.com//shorts/hellcat/hellcat-boys-pack-of-2-printed-mid-rise-shorts/22474764/buy,2598,597,,,"Product Details  Pack of 2 Burgundy floral printed mid-rise regular shorts, has 2 pockets, drawstring closure Material & Care Cotton Machine wash Specifications Waist Rise Mid-Rise Length Above Knee Type Regular Shorts Closure Drawstring Print or Pattern Type Graphic Fit Regular Fit Number of Pockets 2 Occasion Casual See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22474756/2023/3/23/530a0cdb-0b1d-434b-890c-7ed1f99c81d51679570004865HELLCATBoysBurgundyFloralPrintedShorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22474756/2023/3/23/bab4a400-1cf0-4000-95d8-4c0b34ac2f701679570004802HELLCATBoysBurgundyFloralPrintedShorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22474756/2023/3/23/c9c01dbb-d179-4473-bbdb-3227398217251679570004816HELLCATBoysBurgundyFloralPrintedShorts3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22474756/2023/3/23/43a796f3-7d6f-4204-bf7b-b27fbbc8f64a1679570004883HELLCATBoysBurgundyFloralPrintedShorts4.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22474756/2023/3/23/43de5e4f-7d1f-4fe6-aa67-5234526cdbae1679570004848HELLCATBoysBurgundyFloralPrintedShorts5.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22474756/2023/3/23/12dd3d44-957b-4de9-82c1-cdbf47481caa1679570004833HELLCATBoysBurgundyFloralPrintedShorts6.jpg']",6,,Bodyglove Apparel India
BUMZEE,Infant Pack Of 3 Typography Printed Mid Rise Knitted Cotton Shorts,http://myntra.com//shorts/bumzee/bumzee-infant-pack-of-3-typography-printed-mid-rise-knitted-cotton-shorts/22952016/buy,1399,503,13,4.5,"Product Details  Pack of 3 regular shorts Yellow, conversational printed mid-rise regular shorts, slip-on closure Blue, typography printed mid-rise regular shorts, slip-on closure Coral, typography printed mid-rise regular shorts, slip-on closure Material & Care Cotton Machine Wash Specifications Waist Rise Mid-Rise Length Above Knee Type Regular Shorts Closure Slip-On Print or Pattern Type Typography Fit Regular Fit Occasion Casual Knit or Woven Knitted See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22952016/2023/4/29/e8b2a26f-eb34-4c4b-a36e-6e00381572f41682758211336BUMZEEBoysBlueFloralPrintedShorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22952016/2023/4/29/f76b11cd-1ff4-49f1-ac6a-66aa48c1ef871682758211311BUMZEEBoysBlueFloralPrintedShorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22952016/2023/4/29/5c9d87a0-b067-4cd9-8816-7069b18d46381682758211278BUMZEEBoysBlueFloralPrintedShorts3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22952016/2023/4/29/91f50d85-35d8-44d0-95f2-39f711d547ec1682758211324BUMZEEBoysBlueFloralPrintedShorts4.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22952016/2023/4/29/15c16561-8ece-4344-87a2-9496fea6bc2f1682758211263BUMZEEBoysBlueFloralPrintedShorts5.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22952016/2023/4/29/f190061b-a1f1-4e24-802c-170a27727e451682758211295BUMZEEBoysBlueFloralPrintedShorts6.jpg']",6,['Good.quality'],Aum 3 Etail
YK,Boys Pack Of 2 Slim Fit Pure Cotton Shorts,http://myntra.com//shorts/yk/yk-boys-pack-of-2-slim-fit-pure-cotton-shorts/23603956/buy,1899,399,,,"Product Details  Pack of 2 Navy blue solid and blue & multicoloured colourblocked mid-rise shorts, has 2 pockets, drawstring closure Size & Fit Slim Fit  Material & Care 100% Cotton Machine Wash Specifications Waist Rise Mid-Rise Length Knee Length Type Regular Shorts Closure Drawstring Print or Pattern Type Solid Fit Slim Fit Number of Pockets 2 Occasion Casual See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604654/2023/6/23/dbe722a1-f4bf-4f85-a169-e85bbe73e69e1687521306331-YK-Boys-Shorts-4591687521305803-1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604654/2023/6/23/81bcf8ef-4ca5-4be4-bbf0-42dfa21f52a91687521306321-YK-Boys-Shorts-4591687521305803-2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604654/2023/6/23/ee9a7092-8cb9-452a-a5c1-58ada5cce0681687521306309-YK-Boys-Shorts-4591687521305803-3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604654/2023/6/23/085a7ee6-c857-4d58-bc32-9fa75237c6df1687521306298-YK-Boys-Shorts-4591687521305803-4.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604654/2023/6/23/855fbeb1-1fc4-4667-8875-d6d03e4adfa61687521306288-YK-Boys-Shorts-4591687521305803-5.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604654/2023/6/23/0347dbed-4a0a-4693-a39f-ffac352766781687521306277-YK-Boys-Shorts-4591687521305803-6.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604654/2023/6/23/f3fb8a0a-60f1-44ad-b738-d03fbd9b402d1687521306266-YK-Boys-Shorts-4591687521305803-7.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604654/2023/6/23/79216322-a1f5-44f9-9e31-16aa188a68d01687521306252-YK-Boys-Shorts-4591687521305803-11.jpg']",8,,ASK Apparel & Textiles Sourcing
Fame Forever by Lifestyle,Boys Typography Printed Pure Cotton Shorts,http://myntra.com//shorts/fame+forever+by+lifestyle/fame-forever-by-lifestyle-boys-typography-printed-pure-cotton-shorts/26963538/buy,399,359,6,4.7,"Product Details  Blue & white typography printed mid-rise regular shorts, has 2 pockets, drawstring closure Material & Care 100% Cotton Machine Wash Specifications Waist Rise Mid-Rise Length Knee Length Type Regular Shorts Closure Drawstring Print or Pattern Type Typography Fit Regular Fit Number of Pockets 2 Occasion Casual See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23189298/2023/5/15/4ecaf69f-b635-4810-90e4-54acc7a336171684147259823FameForeverbyLifestyleBoysBlueShorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23189298/2023/5/15/13b9d691-d92d-4d96-9d29-60925e2657d71684147259809FameForeverbyLifestyleBoysBlueShorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23189298/2023/5/15/fcd45b99-9500-4f79-984b-f16077224d391684147259850FameForeverbyLifestyleBoysBlueShorts3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23189298/2023/5/15/53e976c1-05bd-4a5e-bf5a-ea38c06cf6cc1684147259837FameForeverbyLifestyleBoysBlueShorts4.jpg']",4,,LANDMARK ONLINE INDIA PVT LTD
Clothe Funn,Boys Pack Of 2 Regular Shorts,http://myntra.com//shorts/kiddopanti/kiddopanti-boys-cotton-mid-rise-regular-fit-shorts/21942780/buy,794,539,,,"Product Details  Pack of 2 navy blue & grey melange solid mid-rise running regular shorts, has 2 pockets, drawstring closure Size & Fit Regular Fit  Material & Care Cotton Machine Wash Specifications Waist Rise Mid-Rise Length Knee Length Type Regular Shorts Closure Drawstring Print or Pattern Type Solid Fit Regular Fit Number of Pockets 2 Occasion Casual See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24677858/2023/8/26/87ac5396-eb82-49bf-8793-c2059defd00d1693045589654ClotheFunnBoysMulticolouredRunningShorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24677858/2023/8/26/75b87903-6031-4869-815f-dfe6fdb617c11693045589672ClotheFunnBoysMulticolouredRunningShorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24677858/2023/8/26/2229222d-b8d7-430f-9c45-da778253dcfe1693045589693ClotheFunnBoysMulticolouredRunningShorts3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24677858/2023/8/26/2e4a48ac-6a75-44f3-902e-7d7c38826d481693045589723ClotheFunnBoysMulticolouredRunningShorts4.jpg']",4,['NYC product'],SHREE AMAR TEXTILES
BAESD,Boys Pack Of 3 Conversational Printed Cotton Shorts,http://myntra.com//shorts/toonyport/toonyport-boys-pack-of-2-colourblocked-printed-cotton-shorts/27567992/buy,1749,437,,,"Product Details  Pack of 3 navy blue, grey & black conversational printed mid-rise regular shorts, drawstring closure Material & Care Cotton Hand Wash Specifications Waist Rise Mid-Rise Length Knee Length Type Regular Shorts Closure Drawstring Print or Pattern Type Conversational Fit Regular Fit Occasion Casual Knit or Woven Knitted See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28049042/2024/3/5/c823a68e-59db-4ff1-a25c-0e869ecfc6141709641454715BAESDBoysShorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28049042/2024/3/5/ce2a65b3-7e33-46ac-9daf-ce210b4ca3bf1709641454701BAESDBoysShorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28049042/2024/3/5/383b6091-50d1-4e1a-81a8-58d4a175e3b21709641454708BAESDBoysShorts3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28049042/2024/3/5/57237b0b-f4fe-43c2-8faa-a647fbcc77df1709641454730BAESDBoysShorts4.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28049042/2024/3/5/ed6ea5c2-f838-43d8-8725-76aaf85b16ec1709641454738BAESDBoysShorts5.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28049042/2024/3/5/1b5727cc-4210-4e73-b2eb-52de350b6db21709641454723BAESDBoysShorts6.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28049042/2024/3/5/722ed882-8c9b-45dc-886e-97db6f40e0ac1709641454691BAESDBoysShorts7.jpg']",7,,RONAK EXPORTS
Duke,Kids-Boys Grey Shorts,http://myntra.com//shorts/bodycare+kids/bodycare-kids-boys-mid-rise-above-knee-length-sports-shorts/22888534/buy,1045,470,13,3.6,"Product Details  Grey solid mid-rise regular shorts,  has 2 pockets, elasticated closure Size & Fit Regular Fit  Material & Care Cotton Machine Cold Wash Specifications Waist Rise Mid-Rise Length Knee Length Type Regular Shorts Closure Elasticated Print or Pattern Type Solid Fit Regular Fit Number of Pockets 2 Occasion Casual See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19004724/2022/7/7/e4566e3b-0a6f-432e-b187-8920426a3aca1657203433374Shorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19004724/2022/7/7/09cec583-524b-4b90-8957-62784b2a66381657203433388Shorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19004724/2022/7/7/8860b1d6-7cfc-424d-835f-bc9478e705a01657203433399Shorts3.jpg']",3,['It is a very nice product my son is very happy to see this product it has good quality.'],Duke Fashions India Limited
YK,Boys Pack Of 2 Slim Fit Pure Cotton Shorts,http://myntra.com//shorts/yk/yk-boys-pack-of-2-slim-fit-pure-cotton-shorts/23603956/buy,1899,399,,,"Product Details  Pack of 2 Navy blue solid and Blue & Grey colourblocked mid-rise shorts, has 2 pockets, drawstring closure Size & Fit Slim Fit  Material & Care 100% Cotton Machine Wash Specifications Waist Rise Mid-Rise Length Knee Length Type Regular Shorts Closure Drawstring Print or Pattern Type Solid Fit Slim Fit Number of Pockets 2 Occasion Casual See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604060/2023/6/26/c582a98e-f838-4aab-a8bf-aa8620ed50371687776813348-YK-Boys-Shorts-7151687776812990-1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604060/2023/6/26/d20c2bd6-5df4-4282-9e39-b5bbdd6f15531687776813340-YK-Boys-Shorts-7151687776812990-2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604060/2023/6/26/c514db79-08fe-4ade-ad09-9a02614d8c9d1687776813330-YK-Boys-Shorts-7151687776812990-3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604060/2023/6/26/5a147fb8-63cd-40c9-bf5b-a4434b87e0f91687776813321-YK-Boys-Shorts-7151687776812990-4.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604060/2023/6/26/e04ba59f-87a3-44f2-81eb-4f306835d35d1687776813311-YK-Boys-Shorts-7151687776812990-5.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604060/2023/6/26/a779985c-26e0-488a-8ccb-369442d3dd631687776813301-YK-Boys-Shorts-7151687776812990-6.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604060/2023/6/26/f110d56e-394c-4137-b655-9980c1f2b4e71687776813291-YK-Boys-Shorts-7151687776812990-7.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604060/2023/6/26/e0389072-6361-4354-a570-bc9b6715d43d1687776813282-YK-Boys-Shorts-7151687776812990-11.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23604060/2023/6/26/b5c62785-dfba-41ba-ab24-e2a80a704b6a1687776813269-YK-Boys-Shorts-7151687776812990-12.jpg']",9,,ASK Apparel & Textiles Sourcing
Juniors by Lifestyle,Boys Striped Pure Cotton Shorts,http://myntra.com//shorts/anthrilo/anthrilo-boys-pack-of-3-printed-cotton-shorts/27034146/buy,,299,,,"Product Details  Blue striped mid-rise regular shorts, has 2 pockets, drawstring closure Material & Care 100% Cotton  Machine Wash Specifications Waist Rise Mid-Rise Length Knee Length Type Regular Shorts Closure Drawstring Print or Pattern Type Striped Fit Regular Fit Number of Pockets 2 Occasion Casual See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27064238/2024/1/19/ce0df949-a4a9-4040-bbaa-d57d519755b61705680852724JuniorsbyLifestyleBoysStripedTechnologyShorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27064238/2024/1/19/cc271ca3-740a-41fd-a85f-896e7ef392b21705680852714JuniorsbyLifestyleBoysStripedTechnologyShorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27064238/2024/1/19/eb5f27a5-909e-4d7b-811b-fe06df0d8dc81705680852732JuniorsbyLifestyleBoysStripedTechnologyShorts3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27064238/2024/1/19/d942ce42-31a8-4064-9a38-69f98e4dea4e1705680852739JuniorsbyLifestyleBoysStripedTechnologyShorts4.jpg']",4,,LANDMARK ONLINE INDIA PVT LTD
Disney by Wear Your Mind,Boys Grey Regular Fit Printed Mickey Mouse Cotton Shorts,http://myntra.com//shorts/disney+by+wear+your+mind/disney-by-wear-your-mind-boys-blue-printed-mickey-mouse-shorts/17545958/buy,895,528,2,3,"Product Details  Grey graphic printed mid-rise regular shorts,  has 3 pockets, drawstring closure Material & Care Cotton and polyester Machine wash Specifications Waist Rise Mid-Rise Length Above Knee Type Regular Shorts Closure Drawstring Print or Pattern Type Graphic Fit Regular Fit Number of Pockets 3 Occasion Casual See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17545934/2022/3/16/69b47b2f-d044-401d-90b8-1fda432abfc71647422019914DisneybyWearYourMindBoysGreyPrintedMickeyMouseShorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17545934/2022/3/16/b7119098-c119-477d-8bb2-7dd99092b1c41647422019926DisneybyWearYourMindBoysGreyPrintedMickeyMouseShorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17545934/2022/3/16/a565431e-3b93-4f9d-a7b4-2bf3f72272e21647422019894DisneybyWearYourMindBoysGreyPrintedMickeyMouseShorts3.jpg']",3,"['Gd quality product', 'Not good at all']",CROSSROADS CLOTHING PVT LTD
BAESD,Boys Pack Of 4 Mid Rise Cotton Shorts,http://myntra.com//shorts/hellcat/hellcat-boys-pack-of-3-mid-rise-typographic-printed-cotton-shorts/22062314/buy,1599,479,,,"Product Details  Pack of 4 red, blue, charcoal & navy blue solid mid-rise regular shorts, has 2 pockets, drawstring-on closure Size & Fit Material & Care Cotton Machine Wash Specifications Waist Rise Mid-Rise Length Knee Length Type Regular Shorts Closure Drawstring Print or Pattern Type Solid Fit Regular Fit Number of Pockets 2 Occasion Casual See More","['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27672448/2024/2/19/ceab13a8-743a-4f48-8785-e9bf5dd1f9231708340310142BAESDBoysShorts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27672448/2024/2/19/c844b4fe-179d-4879-a148-6014628e65cc1708340310162BAESDBoysShorts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27672448/2024/2/19/b5eb47ba-4a06-4c72-8c70-2fd2e56a0f721708340310168BAESDBoysShorts3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27672448/2024/2/19/3f9cb123-f6b2-4e32-b0e5-4d63391866211708340310155BAESDBoysShorts4.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27672448/2024/2/19/515fc2fd-f86f-4a87-ace6-9e05bf16da3e1708340310149BAESDBoysShorts5.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27672448/2024/2/19/9b24ba7f-de05-4e5e-8c9d-a59e3e93af4a1708340310176BAESDBoysShorts6.jpg']",6,,Reach2Globe
